step,time_s,dt_s,midpoint_radius_m,radius_m,midpoint_air_temperature_C,midpoint_air_moisture_kgkg,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_balance_residual,moisture_balance_residual,temperature_boundary_flux,moisture_boundary_flux,max_moisture_kgkg,max_xi,max_radius_m
27293,78865.000000,5.000000,1.206187500000e-02,1.206186111111e-02,5.000494505495e+01,4.999373626374e-02,5,5.357492e-12,7.912918e-11,3.152679e-16,3.328029e-16,3.328029e-16,4.637809e-08,2.082854e-18,-2.571341e-08,-1.484345e-06,3.171595181598e-01,0.000000000000e+00,0.000000000000e+00
27294,78870.000000,5.000000,1.206184722222e-02,1.206183333333e-02,5.000494505495e+01,4.999373626374e-02,5,7.709389e-12,7.911961e-11,3.152685e-16,2.773747e-16,3.152685e-16,4.391977e-09,-2.759422e-18,4.359213e-09,-1.484084e-06,3.171352064800e-01,0.000000000000e+00,0.000000000000e+00
27295,78875.000000,5.000000,1.206181944444e-02,1.206180555556e-02,5.000494505495e+01,4.999373626374e-02,5,4.661160e-12,7.911022e-11,2.364518e-16,2.774136e-16,2.774136e-16,2.250320e-09,-8.779496e-19,-2.371064e-08,-1.483823e-06,3.171108992797e-01,0.000000000000e+00,0.000000000000e+00
27296,78880.000000,5.000000,1.206179166667e-02,1.206177777778e-02,5.000494505495e+01,4.999373626374e-02,5,6.210144e-12,7.910045e-11,2.364522e-16,2.774526e-16,2.774526e-16,-1.321586e-07,1.639432e-18,8.423924e-09,-1.483562e-06,3.170865965577e-01,0.000000000000e+00,0.000000000000e+00
27297,78885.000000,5.000000,1.206176388889e-02,1.206175000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.719869e-12,7.909082e-11,2.364526e-16,2.219932e-16,2.364526e-16,5.136096e-09,-3.108823e-18,-2.441765e-08,-1.483301e-06,3.170622983130e-01,0.000000000000e+00,0.000000000000e+00
27298,78890.000000,5.000000,1.206173611111e-02,1.206172222222e-02,5.000494505495e+01,4.999373626374e-02,5,5.748291e-12,7.908109e-11,2.364530e-16,3.330366e-16,3.330366e-16,-1.212500e-07,-3.484482e-18,1.010286e-08,-1.483040e-06,3.170380045444e-01,0.000000000000e+00,0.000000000000e+00
27299,78895.000000,5.000000,1.206170833333e-02,1.206169444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.375078e-12,7.907142e-11,2.364534e-16,2.220556e-16,2.364534e-16,-4.221002e-08,-2.546181e-18,-1.864469e-08,-1.482779e-06,3.170137152507e-01,0.000000000000e+00,0.000000000000e+00
27300,78900.000000,5.000000,1.206168055556e-02,1.206166666667e-02,5.000494505495e+01,4.999373626374e-02,5,5.698553e-12,7.906197e-11,2.364538e-16,2.776085e-16,2.776085e-16,1.322017e-07,5.878409e-19,5.655274e-09,-1.482518e-06,3.169894304308e-01,0.000000000000e+00,0.000000000000e+00
27301,78905.000000,5.000000,1.206165277778e-02,1.206163888889e-02,5.000494505495e+01,4.999373626374e-02,5,4.163780e-12,7.905225e-11,2.364543e-16,2.221179e-16,2.364543e-16,-1.003134e-08,2.572863e-19,-2.503642e-08,-1.482257e-06,3.169651500835e-01,0.000000000000e+00,0.000000000000e+00
27302,78910.000000,5.000000,1.206162500000e-02,1.206161111111e-02,5.000494505495e+01,4.999373626374e-02,5,3.389289e-12,7.904254e-11,2.364547e-16,2.776864e-16,2.776864e-16,-2.339650e-08,-4.406477e-18,7.304762e-09,-1.481996e-06,3.169408742077e-01,0.000000000000e+00,0.000000000000e+00
27303,78915.000000,5.000000,1.206159722222e-02,1.206158333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.284573e-12,7.903288e-11,2.364551e-16,2.777254e-16,2.777254e-16,-1.391972e-07,6.772028e-19,-2.144306e-08,-1.481736e-06,3.169166028024e-01,0.000000000000e+00,0.000000000000e+00
27304,78920.000000,5.000000,1.206156944444e-02,1.206155555556e-02,5.000494505495e+01,4.999373626374e-02,5,4.092726e-12,7.902318e-11,2.364555e-16,2.777644e-16,2.777644e-16,4.324266e-08,7.991756e-19,9.116267e-09,-1.481475e-06,3.168923358662e-01,0.000000000000e+00,0.000000000000e+00
27305,78925.000000,5.000000,1.206154166667e-02,1.206152777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.476419e-12,7.901353e-11,2.364559e-16,3.333640e-16,3.333640e-16,1.812194e-07,-8.173868e-19,-2.064788e-08,-1.481215e-06,3.168680733981e-01,0.000000000000e+00,0.000000000000e+00
27306,78930.000000,5.000000,1.206151388889e-02,1.206150000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.805134e-12,7.900387e-11,2.364563e-16,2.222739e-16,2.364563e-16,4.576917e-08,-3.456953e-18,8.070658e-09,-1.480954e-06,3.168438153969e-01,0.000000000000e+00,0.000000000000e+00
27307,78935.000000,5.000000,1.206148611111e-02,1.206147222222e-02,5.000494505495e+01,4.999373626374e-02,5,4.760636e-12,7.899427e-11,2.364567e-16,2.778813e-16,2.778813e-16,1.037532e-07,2.252261e-18,-2.182617e-08,-1.480694e-06,3.168195618616e-01,0.000000000000e+00,0.000000000000e+00
27308,78940.000000,5.000000,1.206145833333e-02,1.206144444444e-02,5.000494505495e+01,4.999373626374e-02,5,5.208278e-12,7.898453e-11,2.364571e-16,2.779203e-16,2.779203e-16,1.640837e-07,9.207248e-19,7.923420e-09,-1.480433e-06,3.167953127909e-01,0.000000000000e+00,0.000000000000e+00
27309,78945.000000,5.000000,1.206143055556e-02,1.206141666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.988010e-12,7.897499e-11,2.364575e-16,2.779593e-16,2.779593e-16,1.598046e-07,5.541713e-19,-2.997063e-08,-1.480173e-06,3.167710681837e-01,0.000000000000e+00,0.000000000000e+00
27310,78950.000000,5.000000,1.206140277778e-02,1.206138888889e-02,5.000494505495e+01,4.999373626374e-02,5,6.970424e-12,7.896511e-11,2.364580e-16,2.779983e-16,2.779983e-16,-1.359257e-07,-4.712680e-18,2.385873e-09,-1.479913e-06,3.167468280389e-01,0.000000000000e+00,0.000000000000e+00
27311,78955.000000,5.000000,1.206137500000e-02,1.206136111111e-02,5.000494505495e+01,4.999373626374e-02,5,5.208278e-12,7.895551e-11,2.364584e-16,3.336447e-16,3.336447e-16,1.442734e-07,1.495860e-18,-2.648031e-08,-1.479653e-06,3.167225923553e-01,0.000000000000e+00,0.000000000000e+00
27312,78960.000000,5.000000,1.206134722222e-02,1.206133333333e-02,5.000494505495e+01,4.999373626374e-02,5,3.588241e-12,7.894571e-11,2.364588e-16,2.780763e-16,2.780763e-16,-8.174501e-08,4.634964e-18,3.166452e-09,-1.479393e-06,3.166983611318e-01,0.000000000000e+00,0.000000000000e+00
27313,78965.000000,5.000000,1.206131944444e-02,1.206130555556e-02,5.000494505495e+01,4.999373626374e-02,5,3.552714e-12,7.893604e-11,2.364592e-16,2.781153e-16,2.781153e-16,-1.378704e-08,2.919087e-18,-2.400618e-08,-1.479133e-06,3.166741343673e-01,0.000000000000e+00,0.000000000000e+00
27314,78970.000000,5.000000,1.206129166667e-02,1.206127777778e-02,5.000494505495e+01,4.999373626374e-02,5,3.055334e-12,7.892641e-11,2.364596e-16,3.337851e-16,3.337851e-16,-6.480249e-08,7.483536e-19,5.640728e-09,-1.478873e-06,3.166499120606e-01,0.000000000000e+00,0.000000000000e+00
27315,78975.000000,5.000000,1.206126388889e-02,1.206125000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.462208e-12,7.891665e-11,2.364600e-16,2.781933e-16,2.781933e-16,-2.158157e-08,-7.578827e-19,-2.712858e-08,-1.478613e-06,3.166256942106e-01,0.000000000000e+00,0.000000000000e+00
27316,78980.000000,5.000000,1.206123611111e-02,1.206122222222e-02,5.000494505495e+01,4.999373626374e-02,5,3.950618e-12,7.890701e-11,2.364604e-16,2.225858e-16,2.364604e-16,-4.730416e-08,-4.787854e-19,5.419837e-09,-1.478353e-06,3.166014808161e-01,0.000000000000e+00,0.000000000000e+00
27317,78985.000000,5.000000,1.206120833333e-02,1.206119444444e-02,5.000494505495e+01,4.999373626374e-02,5,6.288303e-12,7.889704e-11,2.364608e-16,2.782713e-16,2.782713e-16,-3.980434e-08,1.148577e-18,-2.380021e-08,-1.478093e-06,3.165772718761e-01,0.000000000000e+00,0.000000000000e+00
27318,78990.000000,5.000000,1.206118055556e-02,1.206116666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.568790e-12,7.888760e-11,2.364612e-16,2.783103e-16,2.783103e-16,-5.651329e-11,-4.956837e-18,4.639284e-09,-1.477834e-06,3.165530673893e-01,0.000000000000e+00,0.000000000000e+00
27319,78995.000000,5.000000,1.206115277778e-02,1.206113888889e-02,5.000494505495e+01,4.999373626374e-02,5,4.860112e-12,7.887774e-11,2.364616e-16,2.783493e-16,2.783493e-16,9.198447e-08,-6.579328e-19,-3.039843e-08,-1.477574e-06,3.165288673546e-01,0.000000000000e+00,0.000000000000e+00
27320,79000.000000,5.000000,1.206112500000e-02,1.206111111111e-02,5.000494505495e+01,4.999373626374e-02,5,3.964828e-12,7.886819e-11,2.364620e-16,2.783884e-16,2.783884e-16,8.235831e-08,-8.025637e-19,-1.354972e-09,-1.477315e-06,3.165046717710e-01,0.000000000000e+00,0.000000000000e+00
27321,79005.000000,5.000000,1.206109722222e-02,1.206108333333e-02,5.000494505495e+01,4.999373626374e-02,5,3.510081e-12,7.885831e-11,3.152833e-16,2.784274e-16,3.152833e-16,-6.430028e-08,1.182458e-18,-2.980945e-08,-1.477055e-06,3.164804806372e-01,0.000000000000e+00,0.000000000000e+00
27322,79010.000000,5.000000,1.206106944444e-02,1.206105555556e-02,5.000494505495e+01,4.999373626374e-02,5,3.232969e-12,7.884851e-11,3.152838e-16,2.784664e-16,3.152838e-16,-2.642279e-07,-1.722018e-18,4.109118e-09,-1.476796e-06,3.164562939521e-01,0.000000000000e+00,0.000000000000e+00
27323,79015.000000,5.000000,1.206104166667e-02,1.206102777778e-02,5.000494505495e+01,4.999373626374e-02,5,5.321965e-12,7.883888e-11,2.364633e-16,2.785054e-16,2.785054e-16,5.852619e-08,-2.824643e-18,-2.542062e-08,-1.476536e-06,3.164321117146e-01,0.000000000000e+00,0.000000000000e+00
27324,79020.000000,5.000000,1.206101388889e-02,1.206100000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.215384e-12,7.882901e-11,2.364637e-16,2.785445e-16,2.785445e-16,-5.600815e-08,-9.952637e-21,2.032476e-09,-1.476277e-06,3.164079339236e-01,0.000000000000e+00,0.000000000000e+00
27325,79025.000000,5.000000,1.206098611111e-02,1.206097222222e-02,5.000494505495e+01,4.999373626374e-02,5,5.265122e-12,7.881916e-11,2.364641e-16,2.785835e-16,2.785835e-16,1.073422e-08,-1.054556e-18,-2.425722e-08,-1.476018e-06,3.163837605779e-01,0.000000000000e+00,0.000000000000e+00
27326,79030.000000,5.000000,1.206095833333e-02,1.206094444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.602452e-12,7.880967e-11,2.364645e-16,3.343470e-16,3.343470e-16,7.340456e-08,4.576095e-19,1.117867e-08,-1.475759e-06,3.163595916764e-01,0.000000000000e+00,0.000000000000e+00
27327,79035.000000,5.000000,1.206093055556e-02,1.206091666667e-02,5.000494505495e+01,4.999373626374e-02,5,4.170886e-12,7.879961e-11,2.364649e-16,2.786616e-16,2.786616e-16,-1.181149e-08,3.182726e-19,-1.849861e-08,-1.475499e-06,3.163354272180e-01,0.000000000000e+00,0.000000000000e+00
27328,79040.000000,5.000000,1.206090277778e-02,1.206088888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.144329e-12,7.879007e-11,2.364653e-16,2.229605e-16,2.364653e-16,1.843039e-07,-2.407691e-19,1.165003e-08,-1.475240e-06,3.163112672014e-01,0.000000000000e+00,0.000000000000e+00
27329,79045.000000,5.000000,1.206087500000e-02,1.206086111111e-02,5.000494505495e+01,4.999373626374e-02,5,3.510081e-12,7.878025e-11,2.364657e-16,2.787396e-16,2.787396e-16,-1.941138e-09,-2.013609e-18,-1.841032e-08,-1.474981e-06,3.162871116257e-01,0.000000000000e+00,0.000000000000e+00
27330,79050.000000,5.000000,1.206084722222e-02,1.206083333333e-02,5.000494505495e+01,4.999373626374e-02,5,4.668266e-12,7.877048e-11,2.364661e-16,2.787787e-16,2.787787e-16,-1.394879e-07,3.054613e-18,1.378568e-08,-1.474723e-06,3.162629604896e-01,0.000000000000e+00,0.000000000000e+00
27331,79055.000000,5.000000,1.206081944444e-02,1.206080555556e-02,5.000494505495e+01,4.999373626374e-02,5,5.499601e-12,7.876076e-11,2.364665e-16,2.230542e-16,2.364665e-16,1.928790e-07,-5.457645e-18,-1.676084e-08,-1.474464e-06,3.162388137920e-01,0.000000000000e+00,0.000000000000e+00
27332,79060.000000,5.000000,1.206079166667e-02,1.206077777778e-02,5.000494505495e+01,4.999373626374e-02,5,7.844392e-12,7.875081e-11,2.364669e-16,2.788568e-16,2.788568e-16,1.339244e-07,-4.396101e-18,7.069613e-09,-1.474205e-06,3.162146715318e-01,0.000000000000e+00,0.000000000000e+00
27333,79065.000000,5.000000,1.206076388889e-02,1.206075000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.099832e-12,7.874086e-11,3.152898e-16,2.788958e-16,3.152898e-16,-2.401686e-07,7.597462e-18,-2.506773e-08,-1.473946e-06,3.161905337079e-01,0.000000000000e+00,0.000000000000e+00
27334,79070.000000,5.000000,1.206073611111e-02,1.206072222222e-02,5.000494505495e+01,4.999373626374e-02,5,5.698553e-12,7.873126e-11,2.364677e-16,2.789349e-16,2.789349e-16,-1.166856e-07,-1.174623e-18,5.552617e-09,-1.473688e-06,3.161664003191e-01,0.000000000000e+00,0.000000000000e+00
27335,79075.000000,5.000000,1.206070833333e-02,1.206069444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.581135e-12,7.872145e-11,2.364681e-16,2.789739e-16,2.789739e-16,8.197940e-08,6.170635e-19,-2.413995e-08,-1.473429e-06,3.161422713643e-01,0.000000000000e+00,0.000000000000e+00
27336,79080.000000,5.000000,1.206068055556e-02,1.206066666667e-02,5.000494505495e+01,4.999373626374e-02,5,7.588596e-12,7.871176e-11,2.364685e-16,3.348156e-16,3.348156e-16,2.196969e-07,-8.703264e-19,5.670471e-09,-1.473171e-06,3.161181468423e-01,0.000000000000e+00,0.000000000000e+00
27337,79085.000000,5.000000,1.206065277778e-02,1.206063888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.115908e-12,7.870191e-11,2.364689e-16,2.790521e-16,2.790521e-16,1.019545e-07,3.271453e-18,-2.331526e-08,-1.472912e-06,3.160940267521e-01,0.000000000000e+00,0.000000000000e+00
27338,79090.000000,5.000000,1.206062500000e-02,1.206061111111e-02,5.000494505495e+01,4.999373626374e-02,5,5.918821e-12,7.869207e-11,3.152925e-16,2.790911e-16,3.152925e-16,-5.719607e-08,-2.217744e-18,9.632481e-09,-1.472654e-06,3.160699110925e-01,0.000000000000e+00,0.000000000000e+00
27339,79095.000000,5.000000,1.206059722222e-02,1.206058333333e-02,5.000494505495e+01,4.999373626374e-02,5,3.709033e-12,7.868220e-11,2.364698e-16,2.233042e-16,2.364698e-16,-1.362214e-07,4.300810e-19,-2.036965e-08,-1.472395e-06,3.160457998624e-01,0.000000000000e+00,0.000000000000e+00
27340,79100.000000,5.000000,1.206056944444e-02,1.206055555556e-02,5.000494505495e+01,4.999373626374e-02,5,2.913225e-12,7.867230e-11,2.364702e-16,2.791693e-16,2.791693e-16,-1.685571e-08,3.469447e-18,1.296120e-08,-1.472137e-06,3.160216930606e-01,0.000000000000e+00,0.000000000000e+00
27341,79105.000000,5.000000,1.206054166667e-02,1.206052777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.696687e-12,7.866280e-11,2.364706e-16,2.792083e-16,2.792083e-16,4.131410e-08,-3.381991e-18,-1.325580e-08,-1.471879e-06,3.159975906861e-01,0.000000000000e+00,0.000000000000e+00
27342,79110.000000,5.000000,1.206051388889e-02,1.206050000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.092726e-12,7.865290e-11,3.152946e-16,2.792474e-16,3.152946e-16,1.046937e-07,-7.619061e-19,1.380079e-08,-1.471621e-06,3.159734927376e-01,0.000000000000e+00,0.000000000000e+00
27343,79115.000000,5.000000,1.206048611111e-02,1.206047222222e-02,5.000494505495e+01,4.999373626374e-02,5,4.760636e-12,7.864290e-11,2.364714e-16,2.792865e-16,2.792865e-16,-2.072764e-09,2.939628e-18,-1.699696e-08,-1.471363e-06,3.159493992141e-01,0.000000000000e+00,0.000000000000e+00
27344,79120.000000,5.000000,1.206045833333e-02,1.206044444444e-02,5.000494505495e+01,4.999373626374e-02,5,4.163780e-12,7.863295e-11,2.364718e-16,2.234604e-16,2.364718e-16,-1.235451e-07,-2.408962e-18,1.397760e-08,-1.471105e-06,3.159253101144e-01,0.000000000000e+00,0.000000000000e+00
27345,79125.000000,5.000000,1.206043055556e-02,1.206041666667e-02,5.000494505495e+01,4.999373626374e-02,5,5.272227e-12,7.862327e-11,3.152962e-16,3.352376e-16,3.352376e-16,1.125295e-07,4.800559e-19,-1.776293e-08,-1.470847e-06,3.159012254374e-01,0.000000000000e+00,0.000000000000e+00
27346,79130.000000,5.000000,1.206040277778e-02,1.206038888889e-02,5.000494505495e+01,4.999373626374e-02,5,5.002221e-12,7.861337e-11,2.364726e-16,2.794037e-16,2.794037e-16,-1.897665e-08,1.430639e-18,1.190090e-08,-1.470589e-06,3.158771451820e-01,0.000000000000e+00,0.000000000000e+00
27347,79135.000000,5.000000,1.206037500000e-02,1.206036111111e-02,5.000494505495e+01,4.999373626374e-02,5,6.743051e-12,7.860361e-11,2.364730e-16,2.235543e-16,2.364730e-16,1.532054e-08,2.477571e-20,-2.274137e-08,-1.470331e-06,3.158530693471e-01,0.000000000000e+00,0.000000000000e+00
27348,79140.000000,5.000000,1.206034722222e-02,1.206033333333e-02,5.000494505495e+01,4.999373626374e-02,5,5.762502e-12,7.859380e-11,3.152978e-16,2.794819e-16,3.152978e-16,-1.435421e-07,6.541212e-19,7.217162e-09,-1.470073e-06,3.158289979315e-01,0.000000000000e+00,0.000000000000e+00
27349,79145.000000,5.000000,1.206031944444e-02,1.206030555556e-02,5.000494505495e+01,4.999373626374e-02,5,2.302158e-12,7.858386e-11,2.364738e-16,2.795210e-16,2.795210e-16,5.409776e-08,-1.736418e-19,-2.126858e-08,-1.469816e-06,3.158049309341e-01,0.000000000000e+00,0.000000000000e+00
27350,79150.000000,5.000000,1.206029166667e-02,1.206027777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.774847e-12,7.857408e-11,1.576495e-16,3.354721e-16,3.354721e-16,-3.369581e-07,4.586683e-18,6.024149e-09,-1.469558e-06,3.157808683537e-01,0.000000000000e+00,0.000000000000e+00
27351,79155.000000,5.000000,1.206026388889e-02,1.206025000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.822720e-12,7.856407e-11,2.364746e-16,2.795992e-16,2.795992e-16,1.433767e-07,-1.454144e-18,-2.200513e-08,-1.469301e-06,3.157568101893e-01,0.000000000000e+00,0.000000000000e+00
27352,79160.000000,5.000000,1.206023611111e-02,1.206022222222e-02,5.000494505495e+01,4.999373626374e-02,5,3.353762e-12,7.855433e-11,2.364750e-16,3.355659e-16,3.355659e-16,-5.259830e-08,4.662493e-18,7.069939e-09,-1.469043e-06,3.157327564397e-01,0.000000000000e+00,0.000000000000e+00
27353,79165.000000,5.000000,1.206020833333e-02,1.206019444444e-02,5.000494505495e+01,4.999373626374e-02,5,3.524292e-12,7.854442e-11,2.364754e-16,2.237419e-16,2.364754e-16,3.513728e-09,5.391365e-19,-2.235873e-08,-1.468786e-06,3.157087071038e-01,0.000000000000e+00,0.000000000000e+00
27354,79170.000000,5.000000,1.206018055556e-02,1.206016666667e-02,5.000494505495e+01,4.999373626374e-02,5,5.208278e-12,7.853460e-11,3.153010e-16,2.237732e-16,3.153010e-16,-1.045605e-07,-4.596848e-18,9.868501e-09,-1.468528e-06,3.156846621805e-01,0.000000000000e+00,0.000000000000e+00
27355,79175.000000,5.000000,1.206015277778e-02,1.206013888889e-02,5.000494505495e+01,4.999373626374e-02,5,4.050094e-12,7.852459e-11,2.364762e-16,2.797556e-16,2.797556e-16,-3.568619e-08,1.218669e-18,-2.132780e-08,-1.468271e-06,3.156606216687e-01,0.000000000000e+00,0.000000000000e+00
27356,79180.000000,5.000000,1.206012500000e-02,1.206011111111e-02,5.000494505495e+01,4.999373626374e-02,5,3.147704e-12,7.851479e-11,2.364766e-16,2.797947e-16,2.797947e-16,2.328006e-08,-5.268757e-18,9.308838e-09,-1.468014e-06,3.156365855671e-01,0.000000000000e+00,0.000000000000e+00
27357,79185.000000,5.000000,1.206009722222e-02,1.206008333333e-02,5.000494505495e+01,4.999373626374e-02,5,5.165646e-12,7.850492e-11,2.364770e-16,3.358006e-16,3.358006e-16,-1.345299e-07,-2.918664e-18,-1.981079e-08,-1.467757e-06,3.156125538748e-01,0.000000000000e+00,0.000000000000e+00
27358,79190.000000,5.000000,1.206006944444e-02,1.206005555556e-02,5.000494505495e+01,4.999373626374e-02,5,4.483525e-12,7.849485e-11,2.364774e-16,2.798729e-16,2.798729e-16,-6.938422e-08,4.640470e-18,1.006007e-08,-1.467500e-06,3.155885265906e-01,0.000000000000e+00,0.000000000000e+00
27359,79195.000000,5.000000,1.206004166667e-02,1.206002777778e-02,5.000494505495e+01,4.999373626374e-02,5,4.320100e-12,7.848500e-11,2.364778e-16,3.358945e-16,3.358945e-16,-1.614572e-07,-1.489507e-18,-1.546574e-08,-1.467243e-06,3.155645037133e-01,0.000000000000e+00,0.000000000000e+00
27360,79200.000000,5.000000,1.206001388889e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.531397e-12,7.847523e-11,2.364782e-16,2.799512e-16,2.799512e-16,-1.035532e-08,-2.481171e-18,1.770463e-08,-1.466986e-06,3.155404852418e-01,0.000000000000e+00,0.000000000000e+00
27361,79205.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,4.469314e-12,7.847568e-11,2.364791e-16,2.799909e-16,2.799909e-16,-3.269586e-08,7.148535e-18,-1.206332e-08,-1.466727e-06,3.155164712304e-01,0.000000000000e+00,0.000000000000e+00
27362,79210.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.272227e-12,7.849361e-11,2.364806e-16,2.800313e-16,2.800313e-16,-2.133838e-08,-2.937510e-18,1.819072e-08,-1.466466e-06,3.154924617331e-01,0.000000000000e+00,0.000000000000e+00
27363,79215.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,5.222489e-12,7.851651e-11,2.364821e-16,2.240573e-16,2.364821e-16,1.579541e-07,-2.420608e-18,-1.384557e-08,-1.466205e-06,3.154684567488e-01,0.000000000000e+00,0.000000000000e+00
27364,79220.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.161915e-12,7.853522e-11,2.364836e-16,2.801120e-16,2.801120e-16,4.027132e-08,-2.375716e-18,1.412542e-08,-1.465943e-06,3.154444562763e-01,0.000000000000e+00,0.000000000000e+00
27365,79225.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.950618e-12,7.855032e-11,2.364851e-16,2.801523e-16,2.801523e-16,4.899156e-08,1.487602e-18,-1.455258e-08,-1.465682e-06,3.154204603144e-01,0.000000000000e+00,0.000000000000e+00
27366,79230.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.787193e-12,7.856228e-11,2.364866e-16,2.801927e-16,2.801927e-16,2.508544e-07,-5.365954e-18,1.452312e-08,-1.465420e-06,3.153964688619e-01,0.000000000000e+00,0.000000000000e+00
27367,79235.000000,5.000000,1.206000000000e-02,1.206000000000e-02,5.000494505495e+01,4.999373626374e-02,5,3.716139e-12,7.857175e-11,3.153174e-16,2.802330e-16,3.153174e-16,-1.951413e-07,2.372751e-18,-1.524485e-08,-1.465159e-06,3.153724819177e-01,0.000000000000e+00,0.000000000000e+00
