step,time_s,dt_s,picard_iterations,picard_delta_temperature_C,picard_delta_moisture_kgkg,temperature_linear_normalized_inf_residual,moisture_linear_normalized_inf_residual,linear_normalized_inf_residual,temperature_boundary_flux,temperature_balance_residual,moisture_boundary_flux,moisture_balance_residual
157,157.000000,1.000000,4,1.367795e-12,5.431211e-13,3.411546e-16,3.156089e-16,3.411546e-16,6.157462e-01,-1.443867e-11,-3.490641e-08,-1.276505e-20
158,158.000000,1.000000,4,1.744382e-12,5.395684e-13,2.558651e-16,3.156932e-16,3.156932e-16,6.186805e-01,5.657796e-11,-3.489023e-08,4.356264e-20
159,159.000000,1.000000,4,1.296740e-12,5.369039e-13,3.411387e-16,3.157768e-16,3.411387e-16,6.216128e-01,5.689460e-11,-3.487411e-08,-1.301122e-19
160,160.000000,1.000000,4,8.952838e-13,5.306866e-13,2.558630e-16,3.158554e-16,3.158554e-16,6.245430e-01,1.072920e-11,-3.485805e-08,1.469073e-21
161,161.000000,1.000000,4,1.477929e-12,5.329071e-13,3.411491e-16,3.159431e-16,3.411491e-16,6.274712e-01,-5.138856e-11,-3.484206e-08,5.755192e-20
162,162.000000,1.000000,4,1.602274e-12,5.377920e-13,2.558606e-16,3.160260e-16,3.160260e-16,6.303973e-01,3.987966e-11,-3.482612e-08,1.109547e-19
163,163.000000,1.000000,4,1.357137e-12,5.493384e-13,2.558592e-16,3.161081e-16,3.161081e-16,6.333214e-01,-3.699596e-12,-3.481024e-08,-7.263308e-20
164,164.000000,1.000000,4,1.264766e-12,5.555556e-13,2.558577e-16,3.161900e-16,3.161900e-16,6.362434e-01,-3.267764e-11,-3.479442e-08,1.414346e-19
165,165.000000,1.000000,4,1.328715e-12,5.520029e-13,2.558562e-16,3.162719e-16,3.162719e-16,6.391634e-01,3.176659e-11,-3.477866e-08,-2.190374e-21
166,166.000000,1.000000,4,1.360689e-12,5.537792e-13,3.411393e-16,3.163533e-16,3.411393e-16,6.420812e-01,1.329270e-11,-3.476296e-08,9.281628e-20
167,167.000000,1.000000,4,1.403322e-12,5.613288e-13,3.411370e-16,3.164341e-16,3.411370e-16,6.449969e-01,6.745127e-11,-3.474731e-08,8.441213e-20
168,168.000000,1.000000,4,1.342926e-12,5.626610e-13,2.558509e-16,3.165100e-16,3.165100e-16,6.479105e-01,3.135725e-11,-3.473172e-08,-3.002335e-20
169,169.000000,1.000000,4,1.445954e-12,5.666578e-13,2.558490e-16,3.165955e-16,3.165955e-16,6.508220e-01,-7.127510e-11,-3.471619e-08,8.165927e-20
170,170.000000,1.000000,4,1.325162e-12,5.684342e-13,2.558469e-16,3.166754e-16,3.166754e-16,6.537314e-01,-2.539446e-11,-3.470071e-08,-1.177839e-19
171,171.000000,1.000000,4,1.211475e-12,5.799805e-13,2.558448e-16,3.959375e-16,3.959375e-16,6.566387e-01,-5.423950e-11,-3.468529e-08,3.875837e-20
172,172.000000,1.000000,4,1.566747e-12,5.702105e-13,3.411105e-16,3.168346e-16,3.411105e-16,6.595437e-01,-8.532697e-11,-3.466992e-08,2.090451e-20
173,173.000000,1.000000,4,1.136868e-12,5.759837e-13,3.411075e-16,3.169139e-16,3.411075e-16,6.624467e-01,2.534595e-11,-3.465461e-08,5.612255e-20
174,174.000000,1.000000,4,1.236344e-12,5.582201e-13,2.558378e-16,3.169925e-16,3.169925e-16,6.653475e-01,9.610168e-11,-3.463934e-08,-1.905824e-20
175,175.000000,1.000000,4,1.588063e-12,5.737633e-13,3.411138e-16,3.170710e-16,3.411138e-16,6.682461e-01,-4.250544e-11,-3.462414e-08,1.114642e-19
176,176.000000,1.000000,4,8.988366e-13,5.706546e-13,3.411103e-16,3.171494e-16,3.411103e-16,6.711426e-01,-5.558598e-11,-3.460898e-08,1.350290e-19
177,177.000000,1.000000,4,1.122658e-12,5.804246e-13,3.411067e-16,3.172273e-16,3.411067e-16,6.740369e-01,4.249390e-11,-3.459388e-08,6.623401e-20
178,178.000000,1.000000,4,1.488587e-12,5.768719e-13,2.558273e-16,3.172994e-16,3.172994e-16,6.769291e-01,2.333644e-11,-3.457883e-08,9.204204e-20
179,179.000000,1.000000,4,1.136868e-12,5.884182e-13,3.410992e-16,3.967208e-16,3.967208e-16,6.798190e-01,1.251232e-11,-3.456384e-08,-2.775356e-20
180,180.000000,1.000000,4,1.332268e-12,5.804246e-13,3.410953e-16,3.174593e-16,3.410953e-16,6.827068e-01,-1.254149e-10,-3.454889e-08,7.142870e-20
181,181.000000,1.000000,4,1.509903e-12,5.799805e-13,2.558187e-16,3.175304e-16,3.175304e-16,6.850216e-01,-1.831798e-10,-3.453399e-08,-1.005719e-19
182,182.000000,1.000000,4,1.527667e-12,5.782042e-13,2.558161e-16,3.176122e-16,3.176122e-16,6.867717e-01,-3.344836e-11,-3.451913e-08,-3.441733e-20
183,183.000000,1.000000,4,1.474376e-12,5.768719e-13,2.558137e-16,3.176884e-16,3.176884e-16,6.885320e-01,-3.285261e-12,-3.450432e-08,1.259300e-20
184,184.000000,1.000000,4,1.449507e-12,5.728751e-13,2.558112e-16,3.177646e-16,3.177646e-16,6.902981e-01,6.971856e-11,-3.448956e-08,4.589198e-20
185,185.000000,1.000000,4,1.367795e-12,5.750955e-13,2.558088e-16,3.972931e-16,3.972931e-16,6.920691e-01,-4.601020e-11,-3.447485e-08,-4.910144e-21
186,186.000000,1.000000,4,1.310951e-12,5.733192e-13,2.558064e-16,3.179099e-16,3.179099e-16,6.938439e-01,-9.824974e-11,-3.446019e-08,-9.085752e-21
187,187.000000,1.000000,4,1.509903e-12,5.737633e-13,2.558040e-16,3.179908e-16,3.179908e-16,6.956219e-01,2.561262e-11,-3.444557e-08,1.817150e-20
188,188.000000,1.000000,4,1.584510e-12,5.715428e-13,2.558016e-16,3.180662e-16,3.180662e-16,6.974027e-01,-1.758432e-10,-3.443100e-08,4.609712e-20
189,189.000000,1.000000,4,2.028600e-12,5.679901e-13,3.410657e-16,3.976761e-16,3.976761e-16,6.991859e-01,-8.834777e-11,-3.441649e-08,-9.875213e-20
190,190.000000,1.000000,4,1.609379e-12,5.706546e-13,2.557968e-16,3.182154e-16,3.182154e-16,7.009712e-01,-8.610923e-11,-3.440201e-08,9.376258e-20
191,191.000000,1.000000,4,1.328715e-12,5.702105e-13,3.410592e-16,3.182900e-16,3.410592e-16,7.027583e-01,6.540801e-11,-3.438758e-08,-6.784205e-20
192,192.000000,1.000000,4,1.453060e-12,5.755396e-13,3.410438e-16,3.183646e-16,3.410438e-16,7.045471e-01,6.624545e-11,-3.437320e-08,2.566245e-20
193,193.000000,1.000000,4,1.296740e-12,5.750955e-13,2.557895e-16,3.184384e-16,3.184384e-16,7.063373e-01,1.121303e-11,-3.435886e-08,1.568930e-19
194,194.000000,1.000000,4,1.602274e-12,5.737633e-13,2.557870e-16,3.185122e-16,3.185122e-16,7.081289e-01,-3.962486e-11,-3.434457e-08,3.202843e-20
195,195.000000,1.000000,4,1.271871e-12,5.742073e-13,3.410461e-16,3.185860e-16,3.410461e-16,7.099215e-01,-2.741407e-11,-3.433033e-08,8.102400e-20
196,196.000000,1.000000,4,1.136868e-12,5.755396e-13,2.557820e-16,3.186598e-16,3.186598e-16,7.117153e-01,-1.012608e-10,-3.431612e-08,-8.529886e-20
197,197.000000,1.000000,4,1.413980e-12,5.782042e-13,2.557794e-16,3.187328e-16,3.187328e-16,7.135099e-01,1.102621e-10,-3.430197e-08,-5.227781e-20
198,198.000000,1.000000,4,1.353584e-12,5.813128e-13,3.410358e-16,3.188058e-16,3.410358e-16,7.153053e-01,1.005016e-10,-3.428785e-08,4.006201e-20
199,199.000000,1.000000,4,1.467271e-12,5.839773e-13,3.410323e-16,3.188788e-16,3.410323e-16,7.171015e-01,5.148637e-11,-3.427378e-08,4.348985e-20
200,200.000000,1.000000,4,1.314504e-12,5.857537e-13,3.410288e-16,3.189517e-16,3.410288e-16,7.188983e-01,-2.815748e-12,-3.425975e-08,1.153950e-19
201,201.000000,1.000000,4,1.723066e-12,5.764278e-13,2.557689e-16,3.190183e-16,3.190183e-16,7.206956e-01,-5.281109e-11,-3.424577e-08,-2.395515e-20
202,202.000000,1.000000,4,1.374900e-12,5.742073e-13,2.557662e-16,3.190962e-16,3.190962e-16,7.224935e-01,4.850875e-11,-3.423182e-08,1.780093e-21
203,203.000000,1.000000,4,1.165290e-12,5.786482e-13,3.410179e-16,3.191683e-16,3.410179e-16,7.242917e-01,-4.663547e-11,-3.421792e-08,1.904501e-20
204,204.000000,1.000000,4,1.286082e-12,5.795364e-13,2.557606e-16,3.192405e-16,3.192405e-16,7.260903e-01,-6.741607e-12,-3.420406e-08,8.662235e-21
205,205.000000,1.000000,4,1.641354e-12,5.759837e-13,3.410104e-16,3.193119e-16,3.410104e-16,7.278892e-01,-2.386036e-11,-3.419025e-08,2.739225e-19
206,206.000000,1.000000,4,1.058709e-12,5.835332e-13,2.557549e-16,3.193833e-16,3.193833e-16,7.296884e-01,1.900582e-10,-3.417647e-08,1.259300e-20
207,207.000000,1.000000,4,1.197265e-12,5.808687e-13,2.557520e-16,3.194547e-16,3.194547e-16,7.314877e-01,-6.113554e-12,-3.416274e-08,4.850587e-21
208,208.000000,1.000000,4,1.382006e-12,5.804246e-13,3.409871e-16,3.195260e-16,3.409871e-16,7.332872e-01,1.168310e-11,-3.414904e-08,-5.063669e-20
209,209.000000,1.000000,4,1.062261e-12,5.848655e-13,2.557461e-16,3.195968e-16,3.195968e-16,7.350868e-01,1.226841e-11,-3.413539e-08,-2.224785e-20
210,210.000000,1.000000,4,1.492140e-12,5.759837e-13,2.557431e-16,3.995769e-16,3.995769e-16,7.368864e-01,-5.581269e-11,-3.412178e-08,2.570877e-20
211,211.000000,1.000000,4,1.662670e-12,5.844214e-13,2.557400e-16,3.996723e-16,3.996723e-16,7.386860e-01,-5.524914e-12,-3.410820e-08,-6.275323e-20
212,212.000000,1.000000,4,1.257661e-12,5.706546e-13,3.409826e-16,3.997532e-16,3.997532e-16,7.404857e-01,-5.402911e-11,-3.409467e-08,2.547716e-21
213,213.000000,1.000000,4,1.737277e-12,5.973000e-13,2.557338e-16,3.198784e-16,3.198784e-16,7.422852e-01,-5.779921e-11,-3.408117e-08,4.579272e-21
214,214.000000,1.000000,4,1.229239e-12,5.817569e-13,3.409741e-16,3.199482e-16,3.409741e-16,7.440847e-01,-3.559064e-11,-3.406772e-08,9.416624e-21
215,215.000000,1.000000,4,1.971756e-12,5.981882e-13,2.557274e-16,3.200121e-16,3.200121e-16,7.458841e-01,7.311673e-11,-3.405430e-08,4.204063e-20
216,216.000000,1.000000,4,1.293188e-12,5.893064e-13,2.557241e-16,3.200817e-16,3.200817e-16,7.476833e-01,-2.899070e-11,-3.404092e-08,1.091945e-19
217,217.000000,1.000000,4,1.605827e-12,5.830891e-13,3.409496e-16,3.201570e-16,3.409496e-16,7.494823e-01,-5.240341e-11,-3.402758e-08,-4.100831e-20
218,218.000000,1.000000,4,1.694644e-12,5.893064e-13,2.557175e-16,3.202260e-16,3.202260e-16,7.512811e-01,5.379142e-12,-3.401428e-08,1.078908e-19
219,219.000000,1.000000,4,1.332268e-12,5.875300e-13,3.409521e-16,3.202949e-16,3.409521e-16,7.530797e-01,6.085465e-11,-3.400101e-08,3.371588e-20
220,220.000000,1.000000,4,1.374900e-12,5.822010e-13,3.409475e-16,3.203638e-16,3.409475e-16,7.548780e-01,-1.064543e-10,-3.398778e-08,5.683062e-20
221,221.000000,1.000000,4,1.222134e-12,5.906386e-13,2.557072e-16,3.204325e-16,3.204325e-16,7.566760e-01,1.982103e-11,-3.397459e-08,-1.574290e-20
222,222.000000,1.000000,4,1.467271e-12,5.875300e-13,2.557037e-16,3.205007e-16,3.205007e-16,7.584737e-01,-6.814460e-11,-3.396144e-08,-3.966496e-20
223,223.000000,1.000000,4,1.797673e-12,5.893064e-13,3.409335e-16,3.205688e-16,3.409335e-16,7.602711e-01,1.989844e-10,-3.394832e-08,-6.671046e-20
224,224.000000,1.000000,4,1.257661e-12,5.893064e-13,3.409287e-16,3.206369e-16,3.409287e-16,7.620681e-01,-3.245382e-11,-3.393524e-08,-1.277233e-19
225,225.000000,1.000000,4,1.822542e-12,5.813128e-13,2.556929e-16,3.207050e-16,3.207050e-16,7.638648e-01,-3.000322e-11,-3.392220e-08,-2.879250e-20
226,226.000000,1.000000,4,1.140421e-12,5.928591e-13,3.409077e-16,4.009579e-16,4.009579e-16,7.656610e-01,5.407774e-11,-3.390919e-08,-3.044686e-20
227,227.000000,1.000000,4,1.254108e-12,5.968559e-13,3.409139e-16,3.208398e-16,3.409139e-16,7.674569e-01,-5.190071e-12,-3.389621e-08,6.585681e-20
228,228.000000,1.000000,4,1.723066e-12,5.897505e-13,3.408977e-16,3.209070e-16,3.408977e-16,7.692523e-01,-5.101319e-11,-3.388328e-08,5.256898e-20
229,229.000000,1.000000,4,1.548983e-12,5.986323e-13,2.556779e-16,3.209682e-16,3.209682e-16,7.710472e-01,-5.796008e-11,-3.387037e-08,8.629148e-21
230,230.000000,1.000000,4,1.048051e-12,6.030731e-13,3.408987e-16,3.210412e-16,3.408987e-16,7.728417e-01,-2.856637e-11,-3.385751e-08,6.411642e-20
231,231.000000,1.000000,4,1.389111e-12,5.977441e-13,3.408935e-16,3.211077e-16,3.408935e-16,7.746358e-01,-6.231626e-11,-3.384467e-08,-1.448559e-20
232,232.000000,1.000000,4,1.438849e-12,6.079581e-13,2.556662e-16,3.211742e-16,3.211742e-16,7.764293e-01,2.270384e-11,-3.383187e-08,1.327062e-19
233,233.000000,1.000000,4,1.278977e-12,6.057377e-13,2.556622e-16,4.015509e-16,4.015509e-16,7.782223e-01,3.256673e-11,-3.381911e-08,9.401404e-20
234,234.000000,1.000000,4,1.314504e-12,5.995204e-13,2.556582e-16,3.213071e-16,3.213071e-16,7.800148e-01,-8.793810e-11,-3.380638e-08,1.144818e-20
235,235.000000,1.000000,4,1.616485e-12,5.986323e-13,2.556541e-16,4.017161e-16,4.017161e-16,7.818067e-01,-4.101219e-11,-3.379368e-08,-5.421673e-20
236,236.000000,1.000000,4,1.488587e-12,6.048495e-13,3.408556e-16,3.214386e-16,3.408556e-16,7.835981e-01,2.648004e-11,-3.378102e-08,-3.843412e-20
237,237.000000,1.000000,4,1.403322e-12,6.052936e-13,2.556458e-16,3.215043e-16,3.215043e-16,7.853889e-01,4.482603e-11,-3.376839e-08,1.858179e-20
238,238.000000,1.000000,4,1.175948e-12,5.955236e-13,2.556416e-16,3.215699e-16,3.215699e-16,7.871791e-01,-4.931278e-12,-3.375580e-08,-2.017328e-19
239,239.000000,1.000000,4,1.428191e-12,5.990763e-13,2.556373e-16,3.216351e-16,3.216351e-16,7.889688e-01,-1.039833e-10,-3.374323e-08,2.020968e-20
240,240.000000,1.000000,4,1.332268e-12,5.995204e-13,2.556331e-16,3.216937e-16,3.216937e-16,7.907578e-01,-5.464784e-11,-3.373070e-08,7.034344e-20
241,241.000000,1.000000,4,1.875833e-12,6.155076e-13,2.556278e-16,3.217650e-16,3.217650e-16,7.943693e-01,-1.045886e-10,-3.371822e-08,-6.444730e-20
242,242.000000,1.000000,4,1.168843e-12,6.346035e-13,2.556215e-16,3.218298e-16,3.218298e-16,7.997766e-01,7.592382e-11,-3.370578e-08,5.557992e-20
243,243.000000,1.000000,4,1.417533e-12,6.479262e-13,3.408197e-16,3.218881e-16,3.408197e-16,8.051436e-01,-6.555245e-11,-3.369338e-08,5.376674e-20
244,244.000000,1.000000,4,1.232792e-12,6.541434e-13,3.407992e-16,3.219586e-16,3.407992e-16,8.104840e-01,-1.331857e-11,-3.368102e-08,-1.441279e-20
245,245.000000,1.000000,4,1.438849e-12,6.559198e-13,2.555998e-16,3.220224e-16,3.220224e-16,8.158011e-01,7.938095e-14,-3.366868e-08,-5.676444e-20
246,246.000000,1.000000,4,1.243450e-12,6.683543e-13,3.407890e-16,3.220791e-16,3.407890e-16,8.210984e-01,-2.935174e-11,-3.365638e-08,8.626501e-20
247,247.000000,1.000000,4,1.101341e-12,6.843415e-13,2.555833e-16,3.221492e-16,3.221492e-16,8.263774e-01,-4.738987e-12,-3.364412e-08,-7.078019e-20
248,248.000000,1.000000,4,1.499245e-12,6.856737e-13,3.407662e-16,3.222120e-16,3.407662e-16,8.316399e-01,-7.760015e-11,-3.363188e-08,-5.040508e-20
249,249.000000,1.000000,4,7.887024e-13,6.949996e-13,3.407541e-16,3.222742e-16,3.407541e-16,8.368869e-01,-3.426959e-11,-3.361968e-08,-1.084798e-19
250,250.000000,1.000000,4,2.351896e-12,6.998846e-13,3.407417e-16,3.223286e-16,3.407417e-16,8.421195e-01,1.101098e-10,-3.360751e-08,7.328820e-20
251,251.000000,1.000000,4,1.445954e-12,7.029932e-13,2.555467e-16,3.223976e-16,3.223976e-16,8.473384e-01,2.001610e-11,-3.359537e-08,-6.970816e-20
252,252.000000,1.000000,4,1.694644e-12,7.021050e-13,3.407159e-16,3.224588e-16,3.407159e-16,8.525442e-01,-3.869138e-11,-3.358327e-08,-1.869428e-20
253,253.000000,1.000000,4,1.531220e-12,7.083223e-13,3.407024e-16,3.225195e-16,3.407024e-16,8.577376e-01,-2.197820e-11,-3.357120e-08,-5.346895e-20
254,254.000000,1.000000,4,1.495692e-12,7.189804e-13,2.555165e-16,3.225717e-16,3.225717e-16,8.629191e-01,1.255429e-11,-3.355915e-08,3.476806e-20
255,255.000000,1.000000,4,1.822542e-12,7.229772e-13,2.555059e-16,3.226396e-16,3.226396e-16,8.680891e-01,1.004890e-10,-3.354715e-08,1.559269e-19
256,256.000000,1.000000,4,1.513456e-12,7.269740e-13,2.554952e-16,3.226992e-16,3.226992e-16,8.732480e-01,-3.668688e-11,-3.353517e-08,-1.237727e-19
257,257.000000,1.000000,4,1.289635e-12,7.358558e-13,3.406455e-16,3.227586e-16,3.406455e-16,8.783962e-01,-4.878653e-11,-3.352322e-08,-1.582165e-19
258,258.000000,1.000000,4,1.904255e-12,7.371881e-13,3.406306e-16,3.228174e-16,3.406306e-16,8.835339e-01,4.634293e-12,-3.351130e-08,1.156200e-19
259,259.000000,1.000000,4,1.200817e-12,7.429612e-13,2.554615e-16,3.228757e-16,3.228757e-16,8.886616e-01,2.477440e-11,-3.349942e-08,-8.071959e-20
260,260.000000,1.000000,4,1.183054e-12,7.522871e-13,3.405894e-16,3.229337e-16,3.405894e-16,8.937794e-01,-1.867750e-11,-3.348756e-08,-3.793781e-20
261,261.000000,1.000000,4,1.406875e-12,7.500667e-13,2.554381e-16,3.229827e-16,3.229827e-16,8.988877e-01,7.788037e-11,-3.347573e-08,-4.570669e-20
262,262.000000,1.000000,4,1.556089e-12,7.625012e-13,3.405577e-16,3.230402e-16,3.405577e-16,9.039865e-01,1.584786e-10,-3.346394e-08,2.122876e-20
263,263.000000,1.000000,4,1.136868e-12,7.678302e-13,3.405518e-16,3.231062e-16,3.405518e-16,9.090763e-01,-8.373102e-11,-3.345218e-08,-7.275881e-20
264,264.000000,1.000000,4,2.120970e-12,7.696066e-13,2.554015e-16,3.231627e-16,3.231627e-16,9.141571e-01,-5.269196e-11,-3.344044e-08,8.516652e-20
265,265.000000,1.000000,4,2.408740e-12,7.704948e-13,2.553889e-16,3.232190e-16,3.232190e-16,9.192291e-01,1.082139e-10,-3.342873e-08,-6.105255e-20
266,266.000000,1.000000,4,1.314504e-12,7.829293e-13,2.553761e-16,3.232751e-16,3.232751e-16,9.242926e-01,-1.929301e-11,-3.341706e-08,1.028748e-19
267,267.000000,1.000000,4,1.271871e-12,7.776002e-13,2.553632e-16,3.233310e-16,3.233310e-16,9.293476e-01,9.859202e-11,-3.340541e-08,3.474159e-20
268,268.000000,1.000000,4,1.211475e-12,7.829293e-13,3.404565e-16,3.233864e-16,3.404565e-16,9.343944e-01,-6.556300e-11,-3.339379e-08,-1.777909e-19
269,269.000000,1.000000,4,1.325162e-12,7.855938e-13,2.553368e-16,4.043017e-16,4.043017e-16,9.394330e-01,-1.291725e-10,-3.338221e-08,2.739622e-21
270,270.000000,1.000000,4,1.787015e-12,7.958079e-13,2.553234e-16,3.234960e-16,3.234960e-16,9.444637e-01,4.933787e-11,-3.337065e-08,-4.373469e-20
271,271.000000,1.000000,4,2.152944e-12,7.904788e-13,3.404130e-16,4.044257e-16,4.044257e-16,9.494865e-01,-1.617458e-10,-3.335912e-08,1.443265e-19
272,272.000000,1.000000,4,9.450218e-13,7.944756e-13,2.552960e-16,3.236047e-16,3.236047e-16,9.545015e-01,-1.340406e-10,-3.334761e-08,-6.381864e-20
273,273.000000,1.000000,4,1.140421e-12,8.082424e-13,2.552821e-16,3.236587e-16,3.236587e-16,9.595090e-01,-4.866829e-11,-3.333614e-08,4.907497e-20
274,274.000000,1.000000,4,2.064127e-12,8.064660e-13,2.552680e-16,3.237120e-16,3.237120e-16,9.645089e-01,-1.059127e-10,-3.332469e-08,-4.976319e-20
275,275.000000,1.000000,4,9.521273e-13,8.126833e-13,2.552537e-16,3.237651e-16,3.237651e-16,9.695014e-01,-1.328537e-11,-3.331328e-08,-2.030232e-20
276,276.000000,1.000000,4,1.300293e-12,8.233414e-13,2.552393e-16,3.238180e-16,3.238180e-16,9.744867e-01,7.147505e-12,-3.330189e-08,-1.090092e-19
277,277.000000,1.000000,4,1.236344e-12,8.206769e-13,2.552247e-16,3.238706e-16,3.238706e-16,9.794647e-01,9.205858e-12,-3.329052e-08,-3.914880e-20
278,278.000000,1.000000,4,1.502798e-12,8.300027e-13,3.402800e-16,3.239125e-16,3.402800e-16,9.844356e-01,-4.275991e-11,-3.327919e-08,-2.446469e-20
279,279.000000,1.000000,4,1.080025e-12,8.233414e-13,2.551952e-16,3.239750e-16,3.239750e-16,9.893995e-01,1.613709e-11,-3.326788e-08,-5.843204e-21
280,280.000000,1.000000,4,1.758593e-12,8.442136e-13,2.551802e-16,4.050197e-16,4.050197e-16,9.943565e-01,-1.430434e-11,-3.325660e-08,-1.872737e-21
281,281.000000,1.000000,4,1.438849e-12,8.233414e-13,2.551650e-16,3.240670e-16,3.240670e-16,9.993066e-01,7.504886e-11,-3.324535e-08,4.057155e-20
282,282.000000,1.000000,4,1.307399e-12,8.433254e-13,2.551497e-16,4.051477e-16,4.051477e-16,1.004250e+00,-7.270029e-11,-3.323413e-08,5.692326e-20
283,283.000000,1.000000,4,1.122658e-12,8.495427e-13,2.551342e-16,3.241801e-16,3.241801e-16,1.009186e+00,-1.007414e-10,-3.322293e-08,-5.497773e-20
284,284.000000,1.000000,4,1.183054e-12,8.388845e-13,3.401582e-16,3.242307e-16,3.401582e-16,1.014116e+00,-3.553158e-12,-3.321175e-08,8.384964e-20
285,285.000000,1.000000,4,1.062261e-12,8.406609e-13,3.401372e-16,3.242809e-16,3.401372e-16,1.019040e+00,2.663669e-11,-3.320061e-08,-1.578261e-20
286,286.000000,1.000000,4,1.278977e-12,8.428813e-13,3.401161e-16,3.243308e-16,3.401161e-16,1.023957e+00,-1.758682e-11,-3.318949e-08,-1.355054e-19
287,287.000000,1.000000,4,1.602274e-12,8.535395e-13,3.400947e-16,3.243805e-16,3.400947e-16,1.028867e+00,-2.380318e-13,-3.317840e-08,-5.153004e-20
288,288.000000,1.000000,4,1.428191e-12,8.575363e-13,2.550549e-16,3.244301e-16,3.244301e-16,1.033771e+00,-1.138400e-11,-3.316733e-08,7.727852e-20
289,289.000000,1.000000,4,1.278977e-12,8.628653e-13,3.400515e-16,3.244794e-16,3.400515e-16,1.038669e+00,5.433343e-11,-3.315629e-08,6.778911e-20
290,290.000000,1.000000,4,1.286082e-12,8.610890e-13,2.550222e-16,3.245165e-16,3.245165e-16,1.043561e+00,3.506395e-11,-3.314528e-08,-3.294164e-20
291,291.000000,1.000000,4,1.147527e-12,8.650858e-13,2.550057e-16,3.245767e-16,3.245767e-16,1.048446e+00,3.840994e-11,-3.313429e-08,-1.213706e-19
292,292.000000,1.000000,4,1.357137e-12,8.673062e-13,3.399854e-16,3.246251e-16,3.399854e-16,1.053326e+00,-1.988898e-11,-3.312333e-08,-5.176165e-20
293,293.000000,1.000000,4,1.396216e-12,8.730794e-13,3.399532e-16,3.246732e-16,3.399532e-16,1.058199e+00,-1.219542e-10,-3.311239e-08,-4.462143e-20
294,294.000000,1.000000,4,1.101341e-12,8.864021e-13,2.549553e-16,3.247212e-16,3.247212e-16,1.063066e+00,-5.494005e-11,-3.310148e-08,-2.812414e-20
295,295.000000,1.000000,4,1.666223e-12,8.744117e-13,2.549382e-16,3.247688e-16,3.247688e-16,1.067927e+00,-6.805467e-11,-3.309059e-08,1.027888e-19
296,296.000000,1.000000,4,1.328715e-12,8.775203e-13,2.549210e-16,3.248160e-16,3.248160e-16,1.072783e+00,6.644241e-12,-3.307973e-08,6.597593e-20
297,297.000000,1.000000,4,1.968203e-12,8.810730e-13,2.549037e-16,3.248630e-16,3.248630e-16,1.077632e+00,1.110827e-10,-3.306889e-08,9.767349e-21
298,298.000000,1.000000,4,1.108447e-12,8.841816e-13,2.548863e-16,3.249098e-16,3.249098e-16,1.082476e+00,-1.446137e-10,-3.305808e-08,-7.955492e-20
299,299.000000,1.000000,4,1.836753e-12,8.886225e-13,2.548687e-16,3.249564e-16,3.249564e-16,1.087313e+00,-5.530132e-11,-3.304730e-08,3.553568e-20
300,300.000000,1.000000,4,1.392664e-12,8.921752e-13,2.548510e-16,3.250028e-16,3.250028e-16,1.092145e+00,-1.477021e-10,-3.303653e-08,-1.490249e-20
301,301.000000,1.000000,4,1.659117e-12,8.935075e-13,3.397786e-16,3.250488e-16,3.397786e-16,1.095584e+00,1.111062e-10,-3.302579e-08,-1.404222e-20
302,302.000000,1.000000,4,1.556089e-12,8.775203e-13,3.397566e-16,3.250945e-16,3.397566e-16,1.097650e+00,-1.581379e-11,-3.301507e-08,8.505402e-20
303,303.000000,1.000000,4,1.790568e-12,8.801848e-13,2.548012e-16,3.251272e-16,3.251272e-16,1.099740e+00,-1.427458e-11,-3.300438e-08,-2.412720e-20
304,304.000000,1.000000,4,1.339373e-12,8.739676e-13,3.397040e-16,3.251854e-16,3.397040e-16,1.101845e+00,2.880740e-11,-3.299370e-08,-1.682816e-20
305,305.000000,1.000000,4,1.978862e-12,8.588685e-13,2.547693e-16,3.252179e-16,3.252179e-16,1.103962e+00,3.337353e-11,-3.298305e-08,-2.080525e-20
306,306.000000,1.000000,4,1.659117e-12,8.704149e-13,2.547535e-16,3.252759e-16,3.252759e-16,1.106088e+00,-6.897771e-11,-3.297242e-08,-4.715591e-20
307,307.000000,1.000000,4,1.751488e-12,8.699708e-13,3.396410e-16,3.253209e-16,3.396410e-16,1.108221e+00,6.172796e-11,-3.296182e-08,-8.021667e-20
308,308.000000,1.000000,4,1.456613e-12,8.659740e-13,3.396298e-16,3.253657e-16,3.396298e-16,1.110362e+00,-1.391709e-11,-3.295124e-08,2.744254e-20
309,309.000000,1.000000,4,1.250555e-12,8.721912e-13,2.547069e-16,3.253977e-16,3.253977e-16,1.112508e+00,-4.813927e-11,-3.294067e-08,-4.106125e-20
310,310.000000,1.000000,4,1.303846e-12,8.584244e-13,2.546915e-16,3.254554e-16,3.254554e-16,1.114660e+00,-3.738387e-11,-3.293014e-08,8.447830e-20
